continent,continentCode,country,countryCode,primaryHEX,primaryRGB,primaryHSL,primaryCSS,secondaryHEX,secondaryRGB,secondaryHSL,secondaryCSS,secondaryNotes
Africa,AF,Ghana,GHA,#cf0921/#fcd20f/#006b3d/#000000,"rgb(207,9,33)/rgb(252,210,15)/rgb(0,107,61)/rgb(0,0,0)","hsl(353,92%,42%)/hsl(49,98%,52%)/hsl(154,100%,21%)/hsl(0,0%,0%)",crimson/gold/forestgreen/black,#ffffff/#000000,"rgb(255,255,255)/rgb(0,0,0)","hsl(0,0%,100%)/hsl(0,0%,0%)",white/black,Colors used in sports.
Europe,EU,Gibraltar,GIB,#db0004/#ffffff/#f8d906,"rgb(219,0,4)/rgb(255,255,255)/rgb(248,217,6)","hsl(359,100%,43%)/hsl(0,0%,100%)/hsl(52,95%,50%)",red/white/gold,,,,,
Europe,EU,Greece,GRC,#055db1/#ffffff,"rgb(5,93,177)/rgb(255,255,255)","hsl(209,95%,36%)/hsl(0,0%,100%)",darkcyan/white,,,,,
North America,NA,Greenland,GRL,#d10430/#ffffff,"rgb(209,4,48)/rgb(255,255,255)","hsl(347,96%,42%)/hsl(0,0%,100%)",crimson/white,,,,,
North America,NA,Grenada,GRD,#007a5d/#fcd20f/#cf0921,"rgb(0,122,93)/rgb(252,210,15)/rgb(207,9,33)","hsl(166,100%,24%)/hsl(49,98%,52%)/hsl(353,92%,42%)",teal/gold/crimson,,,,,
North America,NA,Guadeloupe,GLP,#008000/#da121a/#002488/#fcdd09,"rgb(0,128,0)/rgb(218,18,26)/rgb(0,36,136)/rgb(252,221,9)","hsl(120,100%,25%)/hsl(358,85%,46%)/hsl(224,100%,27%)/hsl(52,98%,51%)",green/crimson/darkblue/gold,#001e96/#ffffff/#ee2536,"rgb(0,30,150)/rgb(255,255,255)/rgb(238,37,54)","hsl(228,100%,29%)/hsl(0,0%,100%)/hsl(355,86%,54%)",darkblue/white/crimson,Colors of the official French national flag.
Oceania,OC,Guam,GUM,#00257c/#c71c36,"rgb(0,37,124)/rgb(199,28,54)","hsl(222,100%,24%)/hsl(351,75%,45%)",midnightblue/crimson,,,,,
North America,NA,Guatemala,GTM,#4798d1/#ffffff,"rgb(71,152,209)/rgb(255,255,255)","hsl(205,60%,55%)/hsl(0,0%,100%)",steelblue/white,,,,,
Europe,EU,Guernsey,GGY,#e90929/#ffffff/#f9de0f,"rgb(233,9,41)/rgb(255,255,255)/rgb(249,222,15)","hsl(351,93%,48%)/hsl(0,0%,100%)/hsl(53,95%,52%)",crimson/white/gold,#048616/#ffffff,"rgb(4,134,22)/rgb(255,255,255)","hsl(128,94%,27%)/hsl(0,0%,100%)",green/white,Colors used in an unofficial sporting flag.
Africa,AF,Guinea,GIN,#cf0921/#fcd20f/#00955f,"rgb(207,9,33)/rgb(252,210,15)/rgb(0,149,95)","hsl(353,92%,42%)/hsl(49,98%,52%)/hsl(158,100%,29%)",crimson/gold/teal,,,,,
Africa,AF,Guinea-Bissau,GNB,#cf0921/#fcd20f/#009f47/#000000,"rgb(207,9,33)/rgb(252,210,15)/rgb(0,159,71)/rgb(0,0,0)","hsl(353,92%,42%)/hsl(49,98%,52%)/hsl(147,100%,31%)/hsl(0,0%,0%)",crimson/gold/seagreen/black,,,,,
North America,NA,Guyana,GUY,#fcd20f/#009f47,"rgb(252,210,15)/rgb(0,159,71)","hsl(49,98%,52%)/hsl(147,100%,31%)",gold/seagreen,#cf0921/#000000,"rgb(207,9,33)/rgb(0,0,0)","hsl(353,92%,42%)/hsl(0,0%,0%)",crimson/black,Colors are supplimental in the national flag.
North America,NA,Haiti,HTI,#001aa0/#d30731,"rgb(0,26,160)/rgb(211,7,49)","hsl(230,100%,31%)/hsl(348,94%,43%)",darkblue/crimson,,,,,
Oceania,OC,Heard Island and McDonald Islands,HMD,#001c69/#ffffff,"rgb(0,28,105)/rgb(255,255,255)","hsl(224,100%,21%)/hsl(0,0%,100%)",midnightblue/white,,,,,
Europe,EU,Holy See,VAT,#ffe100/#ffffff,"rgb(255,225,0)/rgb(255,255,255)","hsl(53,100%,50%)/hsl(0,0%,100%)",gold/white,,,,,
North America,NA,Honduras,HND,#0056ba/#ffffff,"rgb(0,86,186)/rgb(255,255,255)","hsl(212,100%,37%)/hsl(0,0%,100%)",darkcyan/white,,,,,
Asia,AS,Hong Kong,HKG,#df2507/#ffffff,"rgb(223,37,7)/rgb(255,255,255)","hsl(8,94%,45%)/hsl(0,0%,100%)",orangered/white,#000000/#ffffff/#a0a0a0/#505050,"rgb(0,0,0)/rgb(255,255,255)/rgb(160,160,160)/rgb(80,80,80)","hsl(0,0%,0%)/hsl(0,0%,100%)/hsl(0,0%,63%)/hsl(0,0%,31%)",black/white/darkgray/darkslategray,Colors of the Black Bauhinia.
Europe,EU,Hungary,HUN,#ce263c/#ffffff/#416f4c,"rgb(206,38,60)/rgb(255,255,255)/rgb(65,111,76)","hsl(352,69%,48%)/hsl(0,0%,100%)/hsl(134,26%,35%)",crimson/white/darkolivegreen,,,,,
Europe,EU,Iceland,ISL,#00519d/#ffffff/#dd1832,"rgb(0,81,157)/rgb(255,255,255)/rgb(221,24,50)","hsl(209,100%,31%)/hsl(0,0%,100%)/hsl(352,80%,48%)",teal/white/crimson,,,,,
Asia,AS,India,IND,#ff9a30/#098901/#ffffff/#000089,"rgb(255,154,48)/rgb(9,137,1)/rgb(255,255,255)/rgb(0,0,137)","hsl(31,100%,59%)/hsl(116,99%,27%)/hsl(0,0%,100%)/hsl(240,100%,27%)",goldenrod/green/white/darkblue,#3d83fc,"rgb(61,131,252)","hsl(218,97%,61%)",dodgerblue,Color used in sports.
Asia,AS,Indonesia,IDN,#ff0000/#ffffff,"rgb(255,0,0)/rgb(255,255,255)","hsl(0,100%,50%)/hsl(0,0%,100%)",red/white,#00a877,"rgb(0,168,119)","hsl(163,100%,33%)",darkcyan,Color used in sports.
Asia,AS,Iran,IRN,#1ea03e/#ffffff/#db0000,"rgb(30,160,62)/rgb(255,255,255)/rgb(219,0,0)","hsl(135,68%,37%)/hsl(0,0%,100%)/hsl(0,100%,43%)",forestgreen/white/red,#000000,"rgb(0,0,0)","hsl(0,0%,0%)",black,Color sometimes used for the Tawhid emblem.
Asia,AS,Iraq,IRQ,#cf0921/#ffffff/#000000/#007a3b,"rgb(207,9,33)/rgb(255,255,255)/rgb(0,0,0)/rgb(0,122,59)","hsl(353,92%,42%)/hsl(0,0%,100%)/hsl(0,0%,0%)/hsl(149,100%,24%)",crimson/white/black/forestgreen,,,,,
Europe,EU,Ireland,IRL,#0f9c62/#ffffff/#ff893c,"rgb(15,156,98)/rgb(255,255,255)/rgb(255,137,60)","hsl(155,83%,34%)/hsl(0,0%,100%)/hsl(24,100%,62%)",seagreen/white/coral,#23297a,"rgb(35,41,122)","hsl(236,55%,31%)",midnightblue,Color relate to St.Patrick.
Europe,EU,Isle of Man,IMN,#d00c27/#ffffff/#f9de0f,"rgb(208,12,39)/rgb(255,255,255)/rgb(249,222,15)","hsl(352,89%,43%)/hsl(0,0%,100%)/hsl(53,95%,52%)",crimson/white/gold,,,,,
Asia,AS,Israel,ISR,#0035ba/#ffffff,"rgb(0,53,186)/rgb(255,255,255)","hsl(223,100%,37%)/hsl(0,0%,100%)",mediumblue/white,,,,,
Europe,EU,Italy,ITA,#009344/#ffffff/#cf2734,"rgb(0,147,68)/rgb(255,255,255)/rgb(207,39,52)","hsl(148,100%,29%)/hsl(0,0%,100%)/hsl(355,68%,48%)",forestgreen/white/crimson,#0064ab,"rgb(0,100,171)","hsl(205,100%,34%)",darkcyan,Color used in sports.
North America,NA,Jamaica,JAM,#009c37/#fed200/#000000,"rgb(0,156,55)/rgb(254,210,0)/rgb(0,0,0)","hsl(141,100%,31%)/hsl(50,100%,50%)/hsl(0,0%,0%)",forestgreen/gold/black,,,,,
Asia,AS,Japan,JPN,#be0029/#ffffff,"rgb(190,0,41)/rgb(255,255,255)","hsl(347,100%,37%)/hsl(0,0%,100%)",firebrick/white,#00008b/#ffffff/#e8f48c,"rgb(0,0,139)/rgb(255,255,255)/rgb(232,244,140)","hsl(240,100%,27%)/hsl(0,0%,100%)/hsl(67,83%,75%)",darkblue/white/khaki,Colors used in sports.
Europe,EU,Jersey,JEY,#cf0720/#ffffff/#f7e486,"rgb(207,7,32)/rgb(255,255,255)/rgb(247,228,134)","hsl(353,94%,42%)/hsl(0,0%,100%)/hsl(50,88%,75%)",crimson/white/khaki,,,,,
Asia,AS,Jordan,JOR,#000000/#ffffff/#007a3b/#cf0921,"rgb(0,0,0)/rgb(255,255,255)/rgb(0,122,59)/rgb(207,9,33)","hsl(0,0%,0%)/hsl(0,0%,100%)/hsl(149,100%,24%)/hsl(353,92%,42%)",black/white/forestgreen/crimson,,,,,
Asia,AS,Kazakhstan,KAZ,#00b1cb/#fec604,"rgb(0,177,203)/rgb(254,198,4)","hsl(188,100%,40%)/hsl(47,99%,51%)",darkturquoise/gold,,,,,
Africa,AF,Kenya,KEN,#000000/#bc0000/#006600/#ffffff,"rgb(0,0,0)/rgb(188,0,0)/rgb(0,102,0)/rgb(255,255,255)","hsl(0,0%,0%)/hsl(0,100%,37%)/hsl(120,100%,20%)/hsl(0,0%,100%)",black/darkred/darkgreen/white,,,,,
Oceania,OC,Kiribati,KIR,#c90707/#f8d100/#ffffff/#102d70,"rgb(201,7,7)/rgb(248,209,0)/rgb(255,255,255)/rgb(16,45,112)","hsl(0,93%,41%)/hsl(51,100%,49%)/hsl(0,0%,100%)/hsl(222,75%,25%)",firebrick/gold/white/midnightblue,,,,,
Asia,AS,North Korea,PRK,#ee1623/#ffffff/#004ea3,"rgb(238,22,35)/rgb(255,255,255)/rgb(0,78,163)","hsl(356,86%,51%)/hsl(0,0%,100%)/hsl(211,100%,32%)",crimson/white/teal,,,,,
Asia,AS,South Korea,KOR,#ffffff/#ce2a37/#0045a1/#000000,"rgb(255,255,255)/rgb(206,42,55)/rgb(0,69,161)/rgb(0,0,0)","hsl(0,0%,100%)/hsl(355,66%,49%)/hsl(214,100%,32%)/hsl(0,0%,0%)",white/crimson/teal/black,,,,,
Asia,AS,Kuwait,KWT,#007a3b/#ffffff/#cf0921/#000000,"rgb(0,122,59)/rgb(255,255,255)/rgb(207,9,33)/rgb(0,0,0)","hsl(149,100%,24%)/hsl(0,0%,100%)/hsl(353,92%,42%)/hsl(0,0%,0%)",forestgreen/white/crimson/black,#0000f5/#ffffff,"rgb(0,0,245)/rgb(255,255,255)","hsl(240,100%,48%)/hsl(0,0%,100%)",blue/white,Colors used in sports.
Asia,AS,Kyrgyzstan,KGZ,#ff0000/#ffff00,"rgb(255,0,0)/rgb(255,255,0)","hsl(0,100%,50%)/hsl(60,100%,50%)",red/yellow,,,,,
Asia,AS,Laos,LAO,#cf0921/#002468/#ffffff,"rgb(207,9,33)/rgb(0,36,104)/rgb(255,255,255)","hsl(353,92%,42%)/hsl(219,100%,20%)/hsl(0,0%,100%)",crimson/midnightblue/white,#facb32/#1214cc/#000000,"rgb(250,203,50)/rgb(18,20,204)/rgb(0,0,0)","hsl(46,95%,59%)/hsl(239,84%,44%)/hsl(0,0%,0%)",gold/mediumblue/black,Colors used in football.
Europe,EU,Latvia,LVA,#9f2d36/#ffffff,"rgb(159,45,54)/rgb(255,255,255)","hsl(355,56%,40%)/hsl(0,0%,100%)",brown/white,,,,,
Asia,AS,Lebanon,LBN,#ee161f/#ffffff/#00a750,"rgb(238,22,31)/rgb(255,255,255)/rgb(0,167,80)","hsl(358,86%,51%)/hsl(0,0%,100%)/hsl(149,100%,33%)",crimson/white/seagreen,,,,,
Africa,AF,Lesotho,LSO,#001aa0/#ffffff/#009641/#000000,"rgb(0,26,160)/rgb(255,255,255)/rgb(0,150,65)/rgb(0,0,0)","hsl(230,100%,31%)/hsl(0,0%,100%)/hsl(146,100%,29%)/hsl(0,0%,0%)",darkblue/white/forestgreen/black,,,,,
Africa,AF,Liberia,LBR,#c1032d/#ffffff/#002468,"rgb(193,3,45)/rgb(255,255,255)/rgb(0,36,104)","hsl(347,97%,38%)/hsl(0,0%,100%)/hsl(219,100%,20%)",crimson/white/midnightblue,,,,,
Africa,AF,Libya,LBY,#e8000b/#000000/#1e9f44/#ffffff,"rgb(232,0,11)/rgb(0,0,0)/rgb(30,159,68)/rgb(255,255,255)","hsl(357,100%,46%)/hsl(0,0%,0%)/hsl(138,68%,37%)/hsl(0,0%,100%)",red/black/seagreen/white,,,,,
Europe,EU,Liechtenstein,LIE,#002780/#cf0921/#ffd93b,"rgb(0,39,128)/rgb(207,9,33)/rgb(255,217,59)","hsl(222,100%,25%)/hsl(353,92%,42%)/hsl(48,100%,62%)",midnightblue/crimson/gold,,,,,
Europe,EU,Lithuania,LTU,#fdbb0b/#006a42/#c22329,"rgb(253,187,11)/rgb(0,106,66)/rgb(194,35,41)","hsl(44,98%,52%)/hsl(157,100%,21%)/hsl(358,69%,45%)",orange/darkslategray/firebrick,,,,,
Europe,EU,Luxembourg,LUX,#ee2536/#ffffff/#00a2df,"rgb(238,37,54)/rgb(255,255,255)/rgb(0,162,223)","hsl(355,86%,54%)/hsl(0,0%,100%)/hsl(196,100%,44%)",crimson/white/deepskyblue,#ffce00/#000000,"rgb(255,206,0)/rgb(0,0,0)","hsl(48,100%,50%)/hsl(0,0%,0%)",gold/black,Colors used for the insignia on flags.
Asia,AS,Macau,MAC,#067562/#ffffff/#ffdf1e,"rgb(6,117,98)/rgb(255,255,255)/rgb(255,223,30)","hsl(170,90%,24%)/hsl(0,0%,100%)/hsl(51,100%,56%)",teal/white/gold,#0772ba,"rgb(7,114,186)","hsl(204,93%,38%)",darkcyan,Color used in sports.
Africa,AF,Madagascar,MDG,#fc3b2f/#007f37/#ffffff,"rgb(252,59,47)/rgb(0,127,55)/rgb(255,255,255)","hsl(4,97%,59%)/hsl(146,100%,25%)/hsl(0,0%,100%)",tomato/forestgreen/white,#fc3d32/#ffffff/#ec9a4c,"rgb(252,61,50)/rgb(255,255,255)/rgb(236,154,76)","hsl(3,97%,59%)/hsl(0,0%,100%)/hsl(29,81%,61%)",tomato/white/sandybrown,Colors of the Merina people.
Africa,AF,Malawi,MWI,#000000/#cf0921/#309f32,"rgb(0,0,0)/rgb(207,9,33)/rgb(48,159,50)","hsl(0,0%,0%)/hsl(353,92%,42%)/hsl(121,54%,41%)",black/crimson/forestgreen,,,,,
Asia,AS,Malaysia,MYS,#cd0000/#ffffff/#000066/#ffcd00,"rgb(205,0,0)/rgb(255,255,255)/rgb(0,0,102)/rgb(255,205,0)","hsl(0,100%,40%)/hsl(0,0%,100%)/hsl(240,100%,20%)/hsl(48,100%,50%)",red/white/navy/gold,,,,,
Asia,AS,Maldives,MDV,#d30731/#007f37/#ffffff,"rgb(211,7,49)/rgb(0,127,55)/rgb(255,255,255)","hsl(348,94%,43%)/hsl(146,100%,25%)/hsl(0,0%,100%)",crimson/forestgreen/white,#2a5caa,"rgb(42,92,170)","hsl(217,60%,42%)",steelblue,Color used in football.
Africa,AF,Mali,MLI,#0cb737/#fcd20f/#cf0921,"rgb(12,183,55)/rgb(252,210,15)/rgb(207,9,33)","hsl(135,88%,38%)/hsl(49,98%,52%)/hsl(353,92%,42%)",limegreen/gold/crimson,,,,,
Europe,EU,Malta,MLT,#d00c27/#ffffff,"rgb(208,12,39)/rgb(255,255,255)","hsl(352,89%,43%)/hsl(0,0%,100%)",crimson/white,,,,,
Oceania,OC,Marshall Islands,MHL,#003594/#de7500/#ffffff,"rgb(0,53,148)/rgb(222,117,0)/rgb(255,255,255)","hsl(219,100%,29%)/hsl(32,100%,44%)/hsl(0,0%,100%)",midnightblue/chocolate/white,#bb133e/#ffffff/#002664/#000000,"rgb(187,19,62)/rgb(255,255,255)/rgb(0,38,100)/rgb(0,0,0)","hsl(345,82%,40%)/hsl(0,0%,100%)/hsl(217,100%,20%)/hsl(0,0%,0%)",firebrick/white/midnightblue/black,Colors from the flag of Bikini Atoll.
North America,NA,Martinique,MTQ,#217840/#0b537e/#ffffff,"rgb(33,120,64)/rgb(11,83,126)/rgb(255,255,255)","hsl(141,57%,30%)/hsl(202,84%,27%)/hsl(0,0%,100%)",seagreen/teal/white,#001e96/#ffffff/#ee2536,"rgb(0,30,150)/rgb(255,255,255)/rgb(238,37,54)","hsl(228,100%,29%)/hsl(0,0%,100%)/hsl(355,86%,54%)",darkblue/white/crimson,Colors of the official French national flag.
Africa,AF,Mauritania,MRT,#006230/#ffc500/#ce263c,"rgb(0,98,48)/rgb(255,197,0)/rgb(206,38,60)","hsl(149,100%,19%)/hsl(46,100%,50%)/hsl(352,69%,48%)",darkgreen/gold/crimson,#00ab5b/#ffd800/#d11619,"rgb(0,171,91)/rgb(255,216,0)/rgb(209,22,25)","hsl(152,100%,34%)/hsl(51,100%,50%)/hsl(359,81%,45%)",seagreen/gold/firebrick,Colors from a sometimes used variant flag.
Africa,AF,Mauritius,MUS,#eb2436/#131a6d/#ffd600/#00a650,"rgb(235,36,54)/rgb(19,26,109)/rgb(255,214,0)/rgb(0,166,80)","hsl(355,83%,53%)/hsl(235,70%,25%)/hsl(50,100%,50%)/hsl(149,100%,33%)",crimson/midnightblue/gold/seagreen,,,,,
Africa,AF,Mayotte,MYT,#171796/#d42e12/#e9d315/#dfdfdf,"rgb(23,23,150)/rgb(212,46,18)/rgb(233,211,21)/rgb(223,223,223)","hsl(240,73%,34%)/hsl(9,84%,45%)/hsl(54,84%,50%)/hsl(0,0%,88%)",darkblue/firebrick/gold/gainsboro,#001e96/#ffffff/#ee2536,"rgb(0,30,150)/rgb(255,255,255)/rgb(238,37,54)","hsl(228,100%,29%)/hsl(0,0%,100%)/hsl(355,86%,54%)",darkblue/white/crimson,Colors of the official French national flag.
North America,NA,Mexico,MEX,#006845/#ffffff/#cf0921,"rgb(0,104,69)/rgb(255,255,255)/rgb(207,9,33)","hsl(160,100%,20%)/hsl(0,0%,100%)/hsl(353,92%,42%)",darkslategray/white/crimson,,,,,
Oceania,OC,Micronesia,FSM,#75b4de/#ffffff,"rgb(117,180,222)/rgb(255,255,255)","hsl(204,61%,67%)/hsl(0,0%,100%)",skyblue/white,,,,,
Europe,EU,Moldova,MDA,#0044af/#ffd300/#cd022b,"rgb(0,68,175)/rgb(255,211,0)/rgb(205,2,43)","hsl(217,100%,34%)/hsl(50,100%,50%)/hsl(348,98%,41%)",mediumblue/gold/crimson,#b07e5b/#007a50,"rgb(176,126,91)/rgb(0,122,80)","hsl(25,35%,52%)/hsl(159,100%,24%)",peru/teal,Colors used for the insignia on flags.
Europe,EU,Monaco,MCO,#cf0921/#ffffff,"rgb(207,9,33)/rgb(255,255,255)","hsl(353,92%,42%)/hsl(0,0%,100%)",crimson/white,,,,,
Asia,AS,Mongolia,MNG,#db1a2f/#0066b5/#ffda00,"rgb(219,26,47)/rgb(0,102,181)/rgb(255,218,0)","hsl(353,79%,48%)/hsl(206,100%,36%)/hsl(51,100%,50%)",crimson/darkcyan/gold,,,,,
Europe,EU,Montenegro,MNE,#c50002/#d5b137,"rgb(197,0,2)/rgb(213,177,55)","hsl(359,100%,39%)/hsl(46,65%,53%)",firebrick/goldenrod,,,,,
North America,NA,Montserrat,MSR,#001c69/#c9072a/#ffffff/#00811c/#000000,"rgb(0,28,105)/rgb(201,7,42)/rgb(255,255,255)/rgb(0,129,28)/rgb(0,0,0)","hsl(224,100%,21%)/hsl(349,93%,41%)/hsl(0,0%,100%)/hsl(133,100%,25%)/hsl(0,0%,0%)",midnightblue/crimson/white/green/black,,,,,
Africa,AF,Morocco,MAR,#c22329/#006230,"rgb(194,35,41)/rgb(0,98,48)","hsl(358,69%,45%)/hsl(149,100%,19%)",firebrick/darkgreen,,,,,
Africa,AF,Mozambique,MOZ,#007168/#d21034/#000000/#fce100/#ffffff,"rgb(0,113,104)/rgb(210,16,52)/rgb(0,0,0)/rgb(252,225,0)/rgb(255,255,255)","hsl(175,100%,22%)/hsl(349,86%,44%)/hsl(0,0%,0%)/hsl(54,100%,49%)/hsl(0,0%,100%)",teal/crimson/black/gold/white,,,,,
Asia,AS,Myanmar,MMR,#fecc00/#31b430/#eb2436/#ffffff,"rgb(254,204,0)/rgb(49,180,48)/rgb(235,36,54)/rgb(255,255,255)","hsl(48,100%,50%)/hsl(120,58%,45%)/hsl(355,83%,53%)/hsl(0,0%,100%)",gold/limegreen/crimson/white,#db2916/#1a40a2/#ffffff,"rgb(219,41,22)/rgb(26,64,162)/rgb(255,255,255)","hsl(6,82%,47%)/hsl(223,72%,37%)/hsl(0,0%,100%)",firebrick/darkslateblue/white,Colors from the previous flag of Burma.
Africa,AF,Namibia,NAM,#003281/#d30731/#009641/#ffcf00/#ffffff,"rgb(0,50,129)/rgb(211,7,49)/rgb(0,150,65)/rgb(255,207,0)/rgb(255,255,255)","hsl(217,100%,25%)/hsl(348,94%,43%)/hsl(146,100%,29%)/hsl(49,100%,50%)/hsl(0,0%,100%)",midnightblue/crimson/forestgreen/gold/white,,,,,
Oceania,OC,Nauru,NRU,#002780/#ffc718/#ffffff,"rgb(0,39,128)/rgb(255,199,24)/rgb(255,255,255)","hsl(222,100%,25%)/hsl(45,100%,55%)/hsl(0,0%,100%)",midnightblue/gold/white,,,,,
Asia,AS,Nepal,NPL,#dd0c39/#003594/#ffffff,"rgb(221,12,57)/rgb(0,53,148)/rgb(255,255,255)","hsl(347,90%,46%)/hsl(219,100%,29%)/hsl(0,0%,100%)",crimson/midnightblue/white,,,,,
Europe,EU,Netherlands,NLD,#ff4f00,"rgb(255,79,0)","hsl(19,100%,50%)",orangered,#af1624/#ffffff/#1c448c,"rgb(175,22,36)/rgb(255,255,255)/rgb(28,68,140)","hsl(355,78%,39%)/hsl(0,0%,100%)/hsl(219,67%,33%)",firebrick/white/darkslateblue,Colors of the official flag.
Oceania,OC,New Caledonia,NCL,#0032af/#ee3f32/#009641/#fae700/#000000,"rgb(0,50,175)/rgb(238,63,50)/rgb(0,150,65)/rgb(250,231,0)/rgb(0,0,0)","hsl(223,100%,34%)/hsl(4,85%,57%)/hsl(146,100%,29%)/hsl(55,100%,49%)/hsl(0,0%,0%)",mediumblue/tomato/forestgreen/gold/black,#001e96/#ffffff/#ee2536,"rgb(0,30,150)/rgb(255,255,255)/rgb(238,37,54)","hsl(228,100%,29%)/hsl(0,0%,100%)/hsl(355,86%,54%)",darkblue/white/crimson,Colors of the official French national flag.
Oceania,OC,New Zealand,NZL,#000000/#ffffff/#d50000,"rgb(0,0,0)/rgb(255,255,255)/rgb(213,0,0)","hsl(0,0%,0%)/hsl(0,0%,100%)/hsl(0,100%,42%)",black/white/red,#001c69/#c9072a/#ffffff,"rgb(0,28,105)/rgb(201,7,42)/rgb(255,255,255)","hsl(224,100%,21%)/hsl(349,93%,41%)/hsl(0,0%,100%)",midnightblue/crimson/white,Colors of the official New Zealand flag.
North America,NA,Nicaragua,NIC,#0067c7/#ffffff,"rgb(0,103,199)/rgb(255,255,255)","hsl(209,100%,39%)/hsl(0,0%,100%)",darkcyan/white,,,,,
Africa,AF,Niger,NER,#e05206/#ffffff/#0db02b,"rgb(224,82,6)/rgb(255,255,255)/rgb(13,176,43)","hsl(21,95%,45%)/hsl(0,0%,100%)/hsl(131,86%,37%)",orangered/white/forestgreen,,,,,
Africa,AF,Nigeria,NGA,#008850/#ffffff,"rgb(0,136,80)/rgb(255,255,255)","hsl(155,100%,27%)/hsl(0,0%,100%)",seagreen/white,,,,,
Oceania,OC,Niue,NIU,#fede00/#001c69,"rgb(254,222,0)/rgb(0,28,105)","hsl(52,100%,50%)/hsl(224,100%,21%)",gold/midnightblue,,,,,
Oceania,OC,Norfolk Island,NFK,#007931/#ffffff,"rgb(0,121,49)/rgb(255,255,255)","hsl(144,100%,24%)/hsl(0,0%,100%)",forestgreen/white,,,,,
